"","nonmanual","ID","duration","wh_word","wh_overlap","item","spanish","gloss","cohort","Sex","age","year_tested","year_entry"
"822","Brow raise",25,1.76,"Question",NA,"time",NA,"QUESTION YOU EAT… WHAT EAT TIME EVENING","third","F",19.4,2009,1994
"823","Head tilt",25,1.52,"Cuando","Question","birthday",NA,"YOU WHEN YOU (shakes head)… BIRTHDAY YOU (shakes head)… QUESTION YOU (inc) BIRTHDAY YOU MOTHER","third","F",19.4,2009,1994
"824","Head tilt",25,0.72,"Cuando",NA,"birthday",NA,"YOU WHEN YOU (shakes head)… BIRTHDAY YOU (shakes head)… QUESTION YOU (inc) BIRTHDAY YOU MOTHER","third","F",19.4,2009,1994
"825","Shoulder raise",25,1.53,"Que","Que","time",NA,"WHAT TIME","third","F",19.4,2009,1994
"826","Chin lift",26,0.621,"Que","Que","transportation",NA,"BUS SCHOOL WORK WHAT","first","M",50,2017,1974
"827","Brow furrow",27,3.182,"Question","Question","age",NA,"QUESTION YOU HAVE YEARS","third","M",23.4,2017,1998
"828","Brow furrow",27,1.36,"Adonde","Adonde","town",NA,"YOU WHERE HOUSE WHERE YOU WHERE HOUSE ? QUESTION HOUSE WHERE ?","third","M",23.4,2017,1998
"829","Brow furrow",27,1.518,"Question","Question","birthday",NA,"QUESTION YOU WHEN YOUBIRTHDAY","third","M",23.4,2017,1998
"830","Brow furrow",27,3.056,"Question","Question","siblings",NA,"QUESTION YOU HAVE HOW-MANY SIBLINGS","third","M",23.4,2017,1998
"831","Brow furrow",27,2.972,"Question","Question","wake up time",NA,"QUESTION YOU GET-UP TIME","third","M",23.4,2017,1998
"832","Brow furrow",27,1.26,"Question","Question","transportation",NA,"QUESTION YOU HAVE HOUSE NEAR BUS WHAT NUMBER WHAT","third","M",23.4,2017,1998
"833","Brow furrow",27,1.372,"Question","Question","time",NA,"QUESTION YOU WHEN TODAY NIGHT EAT WHAT TIME","third","M",23.4,2017,1998
"834","Brow furrow",27,1.415,"Que",NA,"teacher",NA,"YOU BEFORE CHRISTIAN-SCHOOL STUDY TEACHER TEACH NAME TEACHER TEACH NAME WHO","third","M",23.4,2017,1998
"835","Brow furrow",27,1.55,"Que",NA,"teacher",NA,"YOU BEFORE CHRISTIAN-SCHOOL STUDY TEACHER TEACH NAME TEACHER TEACH NAME WHO","third","M",23.4,2017,1998
"836","Brow furrow",27,2.9,"Question","Question","mother’s birthday",NA,"QUESTION YOU MAMA WHEN BIRTHDAY","third","M",23.4,2017,1998
"837","Brow furrow",27,2.78,"Question","Question","transportation",NA,"QUESTION YOU BUS TO WORK BUS BUS YOU BUS YOU OKAY","third","M",23.4,2017,1998
"838","Nose wrinkle",27,0.635,"Question","Que","transportation",NA,"QUESTION YOU HAVE HOUSE NEAR BUS WHAT NUMBER WHAT","third","M",23.4,2017,1998
"839","Nose wrinkle",27,1.55,"Que",NA,"teacher",NA,"YOU BEFORE CHRISTIAN-SCHOOL STUDY TEACHER TEACH NAME TEACHER TEACH NAME WHO","third","M",23.4,2017,1998
"840","Nose wrinkle",27,0.61,"Question","Cuando","mother’s birthday",NA,"QUESTION YOU MAMA WHEN BIRTHDAY","third","M",23.4,2017,1998
"841","Nose wrinkle",27,2.32,"Question",NA,"transportation",NA,"QUESTION YOU BUS TO WORK BUS BUS YOU BUS YOU OKAY","third","M",23.4,2017,1998
"842","Brow raise",27,6.095,"Question","Question","transportation",NA,"ME YOU QUESTION YOU QUESTION YOU GO BUS GO SCHOOL OR YOU GO WORK WHICH WHAT WHICH WHAT","third","M",23.4,2017,1998
"843","Brow raise",27,0.79,"Question",NA,"time",NA,"QUESTION YOU WHEN TODAY NIGHT EAT WHAT TIME","third","M",23.4,2017,1998
"844","Head tilt",27,2.02,"Question","Question","age",NA,"QUESTION YOU HAVE YEARS","third","M",23.4,2017,1998
"845","Head tilt",27,1.11,"Question","Question","transportation",NA,"ME YOU QUESTION YOU QUESTION YOU GO BUS GO SCHOOL OR YOU GO WORK WHICH WHAT WHICH WHAT","third","M",23.4,2017,1998
"846","Head tilt",27,2.44,"Question","Cuantos","siblings",NA,"QUESTION YOU HAVE HOW-MANY SIBLINGS","third","M",23.4,2017,1998
"847","Head tilt",27,1.72,"Question",NA,"wake up time",NA,"QUESTION YOU GET-UP TIME","third","M",23.4,2017,1998
"848","Head tilt",27,1.63,"Question","Question","transportation",NA,"QUESTION YOU HAVE HOUSE NEAR BUS WHAT NUMBER WHAT","third","M",23.4,2017,1998
"849","Head tilt",27,1.4,"Question","Que","time",NA,"QUESTION YOU WHEN TODAY NIGHT EAT WHAT TIME","third","M",23.4,2017,1998
"850","Head tilt",27,2.52,"Que",NA,"teacher",NA,"YOU BEFORE CHRISTIAN-SCHOOL STUDY TEACHER TEACH NAME TEACHER TEACH NAME WHO","third","M",23.4,2017,1998
"851","Head tilt",27,2.98,"Question","Question","mother’s birthday",NA,"QUESTION YOU MAMA WHEN BIRTHDAY","third","M",23.4,2017,1998
"852","Head tilt",27,0.86,"Question",NA,"transportation",NA,"QUESTION YOU BUS TO WORK BUS BUS YOU BUS YOU OKAY","third","M",23.4,2017,1998
"853","Shoulder raise",27,1.85,"Question","Cuando","mother’s birthday",NA,"QUESTION YOU MAMA WHEN BIRTHDAY","third","M",23.4,2017,1998
"854","Brow furrow",29,3.06,"Question","Question","wake up time",NA,"QUESTION TIME WAKE-UP","third","M",15.9,2009,1997
"855","Brow raise",29,0.67,NA,NA,"age",NA,"YEAR YOU YEAR","third","M",15.9,2009,1997
"856","Brow raise",29,0.95,NA,NA,"town",NA,"HOUSE","third","M",15.9,2009,1997
"857","Chin lift",29,1.51,NA,NA,"age",NA,"YEAR YOU YEAR","third","M",15.9,2009,1997
"858","Brow furrow",30,2.03,NA,NA,"age",NA,"ME YOU YEARS YOU","third","F",16.1,2010,1998
"859","Brow furrow",30,2.77,"Que","Que","town",NA,"YOU HOUSE WHAT","third","F",16.1,2010,1998
"860","Brow furrow",30,2.35,NA,NA,"birthday",NA,"YOU BIRTHDAY FELIZ","third","F",16.1,2010,1998
"861","Brow furrow",30,2.72,NA,NA,"other",NA,"YOU GO CULTURE MUSIC YOU","third","F",16.1,2010,1998
"862","Brow furrow",30,2.64,"Que","Que","siblings",NA,"YOU NUMBER SIBLINGS WHAT","third","F",16.1,2010,1998
"863","Brow furrow",30,1.09,NA,NA,"town",NA,"YOUR YOU HOUSE YOUR","third","F",16.1,2010,1998
"864","Brow furrow",30,4.83,NA,NA,"teacher",NA,"YOU NAME TEACHER NAME TEACHER","third","F",16.1,2010,1998
"865","Brow furrow",30,3.455,"Que","Que","mother's birthday",NA,"BIRTHDAY YOU MAMA WHAT","third","F",16.1,2010,1998
"866","Brow furrow",30,1.91,"Que","Que","job",NA,"YOU WORK WHAT","third","F",16.1,2010,1998
"867","Brow furrow",30,1.48,NA,NA,"other",NA,"YOU UNIVERSITY","third","F",16.1,2010,1998
"868","Nose wrinkle",30,0.42,"Que","Que","town",NA,"YOU HOUSE WHAT","third","F",16.1,2010,1998
"869","Brow raise",30,0.84,NA,NA,"wake up time",NA,"TIME YOU TIME GET-UP YOU","third","F",16.1,2010,1998
"870","Brow raise",30,1.03,NA,NA,"town",NA,"YOUR YOU HOUSE YOUR","third","F",16.1,2010,1998
"871","Brow raise",30,0.8,NA,NA,"other",NA,"YOU UNIVERSITY","third","F",16.1,2010,1998
"872","Chin lift",30,0.77,"Que","Que","town",NA,"YOU HOUSE WHAT","third","F",16.1,2010,1998
"873","Chin lift",30,1.24,NA,NA,"birthday",NA,"YOU BIRTHDAY FELIZ","third","F",16.1,2010,1998
"874","Chin lift",30,0.62,NA,NA,"wake up time",NA,"TIME YOU TIME GET-UP YOU","third","F",16.1,2010,1998
"875","Chin lift",30,0.57,NA,NA,"teacher",NA,"YOU NAME TEACHER NAME TEACHER","third","F",16.1,2010,1998
"876","Head tilt",30,1.33,"Que","Que","town",NA,"YOU HOUSE WHAT","third","F",16.1,2010,1998
"877","Head tilt",30,0.7,NA,NA,"birthday",NA,"YOU BIRTHDAY FELIZ","third","F",16.1,2010,1998
"878","Head tilt",30,0.47,NA,NA,"wake up time",NA,"TIME YOU TIME GET-UP YOU","third","F",16.1,2010,1998
"879","Head tilt",30,0.94,NA,NA,"town",NA,"YOUR YOU HOUSE YOUR","third","F",16.1,2010,1998
"880","Head tilt",30,1.07,NA,NA,"favorite food",NA,"YOUR EAT YOU","third","F",16.1,2010,1998
"881","Head tilt",30,1.1,"Que","Que","mother's birthday",NA,"BIRTHDAY YOU MAMA WHAT","third","F",16.1,2010,1998
"882","Head tilt",30,1.18,"Que","Que","job",NA,"YOU WORK WHAT","third","F",16.1,2010,1998
"883","Brow furrow",31,0.45,NA,NA,"town",NA,"YOU HOUSE","first","M",30.5,2008,1982
"884","Brow furrow",31,1.31,"Que",NA,"time",NA,"TIME DE XXXXX WHAT","first","M",30.5,2008,1982
"885","Nose wrinkle",31,0.324,NA,NA,"town",NA,"YOU HOUSE","first","M",30.5,2008,1982
"886","Chin lift",31,0.53,NA,NA,"birthday",NA,"BIRTHDAY DE YOU MAMA","first","M",30.5,2008,1982
"887","Head tilt",31,0.46,NA,NA,"friend",NA,"YOU FRIEND","first","M",30.5,2008,1982
"888","Head tilt",31,0.53,NA,NA,"birthday",NA,"BIRTHDAY DE YOU MAMA","first","M",30.5,2008,1982
"889","Brow furrow",32,0.5,NA,NA,"age",NA,"YOU YEARS YOU YEARS YOU","first","M",42.8,2017,1979
"890","Brow furrow",32,0.78,NA,NA,"age",NA,"YOU YEARS YOU YEARS YOU","first","M",42.8,2017,1979
"891","Brow furrow",32,2.459,NA,NA,"wake up time",NA,"TIME YOU MORNING SLEEP YOU WHAT","first","M",42.8,2017,1979
"892","Brow furrow",32,1.65,NA,NA,"wake up time",NA,"TIME WAKE-UP YOU","first","M",42.8,2017,1979
"893","Brow furrow",32,1.973,NA,NA,"town",NA,"DIRECTION YOU HOUSE DIRECTION","first","M",42.8,2017,1979
"894","Brow furrow",32,0.77,NA,NA,"favorite food",NA,"FOOD LIKE MOST WHAT","first","M",42.8,2017,1979
"895","Brow furrow",32,1.51,NA,NA,"bed time",NA,"TIME NIGHT BED","first","M",42.8,2017,1979
"896","Brow furrow",32,0.8,NA,NA,"job",NA,"YOU WORK YOU","first","M",42.8,2017,1979
"897","Brow furrow",32,7.18,"Que","Que","transportation",NA,"WORK WALK BUS DRIVE WHAT BICYCLE WHAT","first","M",42.8,2017,1979
"898","Nose wrinkle",32,0.41,NA,NA,"wake up time",NA,"TIME YOU MORNING SLEEP YOU WHAT","first","M",42.8,2017,1979
"899","Nose wrinkle",32,0.77,NA,NA,"favorite food",NA,"FOOD LIKE MOST WHAT","first","M",42.8,2017,1979
"900","Nose wrinkle",32,1.51,NA,NA,"bed time",NA,"TIME NIGHT BED","first","M",42.8,2017,1979
"901","Nose wrinkle",32,0.8,NA,NA,"job",NA,"YOU WORK YOU","first","M",42.8,2017,1979
"902","Brow raise",32,1.42,NA,NA,"name",NA,"NAME","first","M",42.8,2017,1979
"903","Brow raise",32,0.9,NA,NA,"wake up time",NA,"TIME WAKE-UP YOU","first","M",42.8,2017,1979
"904","Brow raise",32,0.43,NA,NA,"favorite food",NA,"FOOD LIKE MOST WHAT","first","M",42.8,2017,1979
"905","Brow raise",32,0.57,NA,NA,"birthday",NA,"BIRTHDAY YOU BIRTHDAY","first","M",42.8,2017,1979
"906","Chin lift",32,1.13,NA,NA,"age",NA,"YOU YEARS YOU YEARS YOU","first","M",42.8,2017,1979
"907","Chin lift",32,0.62,NA,NA,"mother’s birthday",NA,"MAMA YOU BIRTHDAY YOU","first","M",42.8,2017,1979
"908","Head tilt",32,0.77,NA,NA,"favorite food",NA,"FOOD LIKE MOST WHAT","first","M",42.8,2017,1979
"909","Head tilt",32,0.8,NA,NA,"job",NA,"YOU WORK YOU","first","M",42.8,2017,1979
"910","Head tilt",32,0.62,NA,NA,"mother’s birthday",NA,"MAMA YOU BIRTHDAY YOU","first","M",42.8,2017,1979
"911","Shoulder raise",32,0.77,NA,NA,"favorite food",NA,"FOOD LIKE MOST WHAT","first","M",42.8,2017,1979
"912","Shoulder raise",32,1.21,"Que","Que","transportation",NA,"WORK WALK BUS DRIVE WHAT BICYCLE WHAT","first","M",42.8,2017,1979
"913","Brow furrow",33,2.39,"Que","Que","birthday",NA,"YOU BIRTHDAY WHAT YOU","first","F",31,2008,1983
"914","Brow furrow",33,2.27,"Cuando",NA,"siblings",NA,"YOU NUMBER SIBLINGS HOW-MANY(sign cut off)","first","F",31,2008,1983
"915","Brow furrow",33,2.24,"Que","Que","job",NA,"YOU WORK WHAT YOU","first","F",31,2008,1983
"916","Brow furrow",33,1.57,"Adonde","Adonde","supermarket",NA,"WHERE WHAT S-U-P-E-R-M-E-R-C-A-DO WHERE WHAT","first","F",31,2008,1983
"917","Brow furrow",33,1.67,"Que","Que","town",NA,"YOU HOUSE WHAT","first","F",31,2008,1983
"918","Brow furrow",33,2.55,NA,NA,"friend",NA,"YOU FRIEND MANY","first","F",31,2008,1983
"919","Brow furrow",33,3.62,NA,NA,"mother's brithday",NA,"YOU BIRTHDAY D-E YOU MAMA","first","F",31,2008,1983
"920","Nose wrinkle",33,0.76,"Que","Que","birthday",NA,"YOU BIRTHDAY WHAT YOU","first","F",31,2008,1983
"921","Nose wrinkle",33,0.71,"Adonde","Adonde","supermarket",NA,"WHERE WHAT S-U-P-E-R-M-E-R-C-A-DO WHERE WHAT","first","F",31,2008,1983
"922","Nose wrinkle",33,0.42,"Adonde",NA,"supermarket",NA,"WHERE WHAT S-U-P-E-R-M-E-R-C-A-DO WHERE WHAT","first","F",31,2008,1983
"923","Nose wrinkle",33,0.69,"Que","Que","favorite food",NA,"FOOD F-A-V-O-R-I-T-A WHAT","first","F",31,2008,1983
"924","Nose wrinkle",33,0.93,"Que",NA,"favorite food",NA,"FOOD F-A-V-O-R-I-T-A WHAT","first","F",31,2008,1983
"925","Nose wrinkle",33,0.59,"Que","Que","transportation",NA,"YOU DRIVE WHAT WORK WHAT WHERE YOU WHAT","first","F",31,2008,1983
"926","Nose wrinkle",33,1,"Que","Que","transportation",NA,"YOU DRIVE WHAT WORK WHAT WHERE YOU WHAT","first","F",31,2008,1983
"927","Brow raise",33,1.03,"Adonde","Adonde","supermarket",NA,"WHERE WHAT S-U-P-E-R-M-E-R-C-A-DO WHERE WHAT","first","F",31,2008,1983
"928","Brow raise",33,0.93,"Que",NA,"favorite food",NA,"FOOD F-A-V-O-R-I-T-A WHAT","first","F",31,2008,1983
"929","Brow raise",33,0.66,NA,NA,"bed time",NA,"TIME DE BED","first","F",31,2008,1983
"930","Brow raise",33,0.6,NA,NA,"wake up time",NA,"TIME DE WAKE-UP","first","F",31,2008,1983
"931","Chin lift",33,1.41,"Adonde","Adonde","supermarket",NA,"WHERE WHAT S-U-P-E-R-M-E-R-C-A-DO WHERE WHAT","first","F",31,2008,1983
"932","Chin lift",33,0.77,"Adonde","Adonde","supermarket",NA,"WHERE WHAT S-U-P-E-R-M-E-R-C-A-DO WHERE WHAT","first","F",31,2008,1983
"933","Chin lift",33,0.83,"Que","Que","favorite food",NA,"FOOD F-A-V-O-R-I-T-A WHAT","first","F",31,2008,1983
"934","Chin lift",33,0.91,"Que","Que","transportation",NA,"YOU DRIVE WHAT WORK WHAT WHERE YOU WHAT","first","F",31,2008,1983
"935","Chin lift",33,0.97,"Que",NA,"transportation",NA,"YOU DRIVE WHAT WORK WHAT WHERE YOU WHAT","first","F",31,2008,1983
"936","Chin lift",33,1,"Que","Que","transportation",NA,"YOU DRIVE WHAT WORK WHAT WHERE YOU WHAT","first","F",31,2008,1983
"937","Head tilt",33,0.86,NA,NA,"name",NA,"YOU NAME","first","F",31,2008,1983
"938","Head tilt",33,2.03,"Que","Que","job",NA,"YOU WORK WHAT YOU","first","F",31,2008,1983
"939","Head tilt",33,1.67,"Que","Que","town",NA,"YOU HOUSE WHAT","first","F",31,2008,1983
"940","Head tilt",33,2.36,NA,NA,"friend",NA,"YOU FRIEND MANY","first","F",31,2008,1983
"941","Head tilt",33,2.48,NA,NA,"mother's brithday",NA,"YOU BIRTHDAY D-E YOU MAMA","first","F",31,2008,1983
"942","Brow furrow",45,1.05,"Question","Question","age",NA,"YEAR QUESTION YEAR","second","F",26.5,2011,1990
"943","Brow furrow",45,1.75,NA,NA,"job",NA,"SCHOOL WORK SCHOOL WORK","second","F",26.5,2011,1990
"944","Brow furrow",45,1.623,NA,NA,"siblings",NA,"NUMBER SIBLINGS SIBLINGS SIBLINGS NUMBER SIBLINGS","second","F",26.5,2011,1990
"945","Brow furrow",45,0.8,NA,NA,"time",NA,"TIME CLEAN TIME","second","F",26.5,2011,1990
"946","Brow furrow",45,1.37,NA,NA,"town",NA,"NUMBER MORE YOU HOUSE","second","F",26.5,2011,1990
"947","Brow furrow",45,1.07,NA,NA,"time",NA,"TIME EAT TIME","second","F",26.5,2011,1990
"948","Brow furrow",45,1.597,NA,NA,"name",NA,"NAME PROFESSOR","second","F",26.5,2011,1990
"949","Brow furrow",45,1.16,NA,NA,"mother's birthday",NA,"BIRTHDAY YOU MOTHER","second","F",26.5,2011,1990
"950","Brow furrow",45,3.81,"Que","Que","transportation",NA,"WORK WHAT COMPUTER? WHAT BUS WHAT","second","F",26.5,2011,1990
"951","Brow furrow",45,4.14,"Que","Que","other",NA,"SEE YOU UNIVERSITY WHAT CLASS(?)","second","F",26.5,2011,1990
"952","Nose wrinkle",45,1.04,"Question","Question","age",NA,"YEAR QUESTION YEAR","second","F",26.5,2011,1990
"953","Nose wrinkle",45,1.61,NA,NA,"siblings",NA,"NUMBER SIBLINGS SIBLINGS SIBLINGS NUMBER SIBLINGS","second","F",26.5,2011,1990
"954","Nose wrinkle",45,0.87,NA,NA,"time",NA,"TIME EAT TIME","second","F",26.5,2011,1990
"955","Nose wrinkle",45,0.71,NA,NA,"name",NA,"NAME PROFESSOR","second","F",26.5,2011,1990
"956","Nose wrinkle",45,0.79,NA,NA,"mother's birthday",NA,"BIRTHDAY YOU MOTHER","second","F",26.5,2011,1990
"957","Nose wrinkle",45,2.86,"Que","Que","other",NA,"SEE YOU UNIVERSITY WHAT CLASS(?)","second","F",26.5,2011,1990
"958","Brow raise",45,0.897,NA,NA,"teacher",NA,"NAME PROFESSOR","second","F",26.5,2011,1990
"959","Brow raise",45,0.57,NA,NA,"mother's birthday",NA,"BIRTHDAY YOU MOTHER","second","F",26.5,2011,1990
"960","Chin lift",45,0.86,"Question","Question","age",NA,"YEAR QUESTION YEAR","second","F",26.5,2011,1990
"961","Chin lift",45,1.325,NA,NA,"siblings",NA,"NUMBER SIBLINGS SIBLINGS SIBLINGS NUMBER SIBLINGS","second","F",26.5,2011,1990
"962","Chin lift",45,1.52,NA,NA,"siblings",NA,"NUMBER SIBLINGS SIBLINGS SIBLINGS NUMBER SIBLINGS","second","F",26.5,2011,1990
"963","Chin lift",45,1.48,NA,NA,"time",NA,"TIME CLEAN TIME","second","F",26.5,2011,1990
"964","Chin lift",45,1.21,NA,NA,"teacher",NA,"NAME PROFESSOR","second","F",26.5,2011,1990
"965","Chin lift",45,1.64,NA,NA,"name",NA,"NAME PROFESSOR","second","F",26.5,2011,1990
"966","Chin lift",45,0.7,"Que",NA,"transportation",NA,"WORK WHAT COMPUTER? WHAT BUS WHAT","second","F",26.5,2011,1990
"967","Chin lift",45,0.65,"Que","Que","transportation",NA,"WORK WHAT COMPUTER? WHAT BUS WHAT","second","F",26.5,2011,1990
"968","Chin lift",45,0.89,"Que","Que","other",NA,"SEE YOU UNIVERSITY WHAT CLASS(?)","second","F",26.5,2011,1990
"969","Head tilt",45,2.06,NA,NA,"job",NA,"SCHOOL WORK SCHOOL WORK","second","F",26.5,2011,1990
"970","Head tilt",45,0.92,NA,NA,"mother's birthday",NA,"BIRTHDAY YOU MOTHER","second","F",26.5,2011,1990
"971","Head tilt",45,1,"Que",NA,"other",NA,"SEE YOU UNIVERSITY WHAT CLASS(?)","second","F",26.5,2011,1990
"972","Brow raise",46,0.92,"Como","Como","name","Como se Ilama y cual es su nombe completo?","what is your full name?","hearing","M",17,2017,NA
"973","Brow raise",46,0.77,"",NA,"town","donde vives?","where do you live?","hearing","M",17,2017,NA
"974","Brow raise",46,0.65,"Que","Que","job","y en que son la rolas?que trabajas?","what are the hours? what is your job?","hearing","M",17,2017,NA
"975","Brow raise",46,0.97,"Que","Que","bed time","a que hora te acuestas a noche?","at what time do you go to bed at night?","hearing","M",17,2017,NA
"976","Brow raise",46,0.95,NA,NA,"other","eres el medio pues?","so you are in the middle then?","hearing","M",17,2017,NA
"977","Chin lift",46,0.44,"Como",NA,"name","Como se Ilama y cual es su nombe completo?","what is your full name?","hearing","M",17,2017,NA
"978","Chin lift",46,0.66,"Como","Como","name","Como se Ilama y cual es su nombe completo?","what is your full name?","hearing","M",17,2017,NA
"979","Chin lift",46,0.83,"Como",NA,"name","Como se Ilama y cual es su nombe completo?","what is your full name?","hearing","M",17,2017,NA
"980","Chin lift",46,0.77,"Que","Que","age","y tu edad?","and your age?","hearing","M",17,2017,NA
"981","Chin lift",46,1.12,"Que",NA,"job","y en que son la rolas?que trabajas?","what are the hours? what is your job?","hearing","M",17,2017,NA
"982","Chin lift",46,1.25,"",NA,"transportation","Y cuál es la ruta que tomas para ir a tu trabajo?","which route do you take to get to work?","hearing","M",17,2017,NA
"983","Chin lift",46,1.34,NA,NA,"other","para sentirse mas saludable pues? ","in order to feel more healthy right?","hearing","M",17,2017,NA
"984","Chin lift",46,1.08,"Cuando","Cuando","mother's birthday","y el cumpleanos tu mama?","and when is your mom's birthday?","hearing","M",17,2017,NA
"985","Chin lift",46,1.35,"Que","Que","bed time","a que hora te acuestas a noche?","at what time do you go to bed at night?","hearing","M",17,2017,NA
"986","Chin lift",46,1.17,NA,NA,"other","temprano?","early?","hearing","M",17,2017,NA
"987","Chin lift",46,1.31,NA,NA,"other","eres el medio pues?","so you are in the middle then?","hearing","M",17,2017,NA
"988","Head tilt",46,0.83,NA,NA,"favorite food","Y tu comida favorita pues la que te gusta mas?","what is your favorite food that you like to eat the most?","hearing","M",17,2017,NA
"989","Head tilt",46,0.93,"Cuantos","Cuantos","siblings","y el numeros tus hermanos o hermanas?","and how many brothers or sisters do you have?","hearing","M",17,2017,NA
"990","Shoulder raise",46,0.525,NA,NA,"other","para sentirse mas saludable pues? ","in order to feel more healthy right?","hearing","M",17,2017,NA
"991","Brow raise",48,1.6,"Cual","Cual","name","Cual es tu nombre completo?","What is your full name?","hearing","F",20.6,2017,NA
"992","Brow raise",48,1.62,"Que","Que","age","Y que edad tienes?","And what is your age?","hearing","F",20.6,2017,NA
"993","Brow raise",48,1.8,"Cual","Cual","birthday","Cual es la fecha de tu cumpleanos?","What is the date of your birthday?","hearing","F",20.6,2017,NA
"994","Brow raise",48,0.75,"Cual","Cual","favorite food","Y cual es tu comida favorita?","And what is your favorite food?","hearing","F",20.6,2017,NA
"995","Brow raise",48,0.83,"Cual","Cual","favorite food","Y cual es tu comida favorita?","And what is your favorite food?","hearing","F",20.6,2017,NA
"996","Brow raise",48,1.04,"Cual","Cual","mother's birthday","Cual es el cumpleanos de tu mama?","What is your mom's birthday?","hearing","F",20.6,2017,NA
"997","Brow raise",48,1.22,NA,NA,"job","Y te gusta tu trabajo?","And you like your job?","hearing","F",20.6,2017,NA
"998","Brow raise",48,1.33,"Cual",NA,"transportation","Cual es la routa que tomas para ir al trabajo?","What is the route you take to get to work?","hearing","F",20.6,2017,NA
"999","Brow raise",48,1.32,"Como","Como","name","Como se llaman?","What are their names","hearing","F",20.6,2017,NA
"1000","Chin lift",48,1.8,"Cual","Cual","birthday","Cual es la fecha de tu cumpleanos?","What is the date of your birthday?","hearing","F",20.6,2017,NA
"1001","Chin lift",48,1.36,"Que","Que","favorite food","Que comida te gusta de tu pais?","What is your favorite food from your country?","hearing","F",20.6,2017,NA
"1002","Chin lift",48,1.18,"Que",NA,"bed time","Que hora te acostastes en la noche?","What time did you go to sleep? ","hearing","F",20.6,2017,NA
"1003","Head tilt",48,1.62,"Que","Que","age","Y que edad tienes?","And what is your age?","hearing","F",20.6,2017,NA
"1004","Head tilt",48,1.27,NA,NA,"town","Donde vives?","Where do you live?","hearing","F",20.6,2017,NA
"1005","Head tilt",48,1.8,"Cual","Cual","birthday","Cual es la fecha de tu cumpleanos?","What is the date of your birthday?","hearing","F",20.6,2017,NA
"1006","Head tilt",48,1.3,"Que","Que","favorite food","Que comida te gusta de tu pais?","What is your favorite food from your country?","hearing","F",20.6,2017,NA
"1007","Head tilt",48,1.36,"Que","Que","favorite food","Que comida te gusta de tu pais?","What is your favorite food from your country?","hearing","F",20.6,2017,NA
"1008","Head tilt",48,1.23,"Que","Que","job","Y en que trabajas?","And what do you work in?","hearing","F",20.6,2017,NA
"1009","Head tilt",48,1.18,"Que",NA,"bed time","Que hora te acostastes en la noche?","What time did you go to sleep? ","hearing","F",20.6,2017,NA
"1010","Shoulder raise",48,1.47,"Cual","Cual","name","Cual es tu nombre completo?","What is your full name?","hearing","F",20.6,2017,NA
"1011","Shoulder raise",48,1.62,"Que","Que","age","Y que edad tienes?","And what is your age?","hearing","F",20.6,2017,NA
"1012","Shoulder raise",48,2.87,NA,NA,"town","Donde vives?","Where do you live?","hearing","F",20.6,2017,NA
"1013","Shoulder raise",48,1.8,"Cual","Cual","birthday","Cual es la fecha de tu cumpleanos?","What is the date of your birthday?","hearing","F",20.6,2017,NA
"1014","Shoulder raise",48,1.85,"Cual","Cual","mother's birthday","Cual es el cumpleanos de tu mama?","What is your mom's birthday?","hearing","F",20.6,2017,NA
"1015","Shoulder raise",48,1.59,"Que","Que","job","Y en que trabajas?","And what do you work in?","hearing","F",20.6,2017,NA
"1016","Shoulder raise",48,1.13,NA,NA,"job","Y te gusta tu trabajo?","And you like your job?","hearing","F",20.6,2017,NA
"1017","Shoulder raise",48,1.9,"Cual","Cual","transportation","Cual es la routa que tomas para ir al trabajo?","What is the route you take to get to work?","hearing","F",20.6,2017,NA
"1018","Shoulder raise",48,1.05,"Que","Que","wake up time","Hora que to levantastes hoy?","What time did you get up today?","hearing","F",20.6,2017,NA
"1019","Shoulder raise",48,1.13,NA,NA,"other","Nombre de tu padre?","Name of your father?","hearing","F",20.6,2017,NA
"1020","Shoulder raise",48,1.71,"Cuantos","Cuantos","siblings","Cuantos hermanos tienes?","How many siblings do you have?","hearing","F",20.6,2017,NA
"1021","Shoulder raise",48,1.19,"Como","Como","name","Como se llaman?","What are their names","hearing","F",20.6,2017,NA
"1022","Brow furrow",49,0.57,NA,NA,"town","Y tu domicilio? Adonde vives?","Your address?Where do you live? ","hearing","M",32.2,2017,NA
"1023","Brow furrow",49,0.96,"Cuantos","Cuantos","age","Cuanto cumples?","How old are you getting? ","hearing","M",32.2,2017,NA
"1024","Brow furrow",49,1.22,"Cuantos",NA,"mother's birthday","El cumpleanos de tu mama? Cuant-Cuando es el cumpleanos de tu mama?","And the birthday of your mom? When is your mom's birthday? ","hearing","M",32.2,2017,NA
"1025","Brow furrow",49,1.23,NA,NA,"other","Nombre de papa?","Dad's name?","hearing","M",32.2,2017,NA
"1026","Brow raise",49,1.3,NA,NA,"other","Helado? Frio? Caliente?","Freezing?Cold?Hot? ","hearing","M",32.2,2017,NA
"1027","Brow raise",49,0.63,NA,NA,"other","Sin la necesidad de un alarma?","Without the need of an alarm?","hearing","M",32.2,2017,NA
"1028","Brow raise",49,1.83,"Cuantos",NA,"mother's birthday","El cumpleanos de tu mama? Cuant-Cuando es el cumpleanos de tu mama?","And the birthday of your mom? When is your mom's birthday? ","hearing","M",32.2,2017,NA
